rank,i1,e1,e2,e3,ge1,x1,y1,u1,gu1x,gu1y,i2,x2,y2,u2,gu2x,gu2y,i3,x3,y3,u3,gu3x,gu3y,type,lambda,a0,a1,dist
26,91,-0.00218556274432,-0.00219954013119,-0.00166642497317,0.000725708665868,-0.4,0.6,0.613814437256,-1.11997476369,1.20072526974,92,-0.2,0.6,0.429800459869,-0.679726619273,1.20098636177,80,-0.4,0.4,0.414333575027,-1.12185660978,0.811568661588,2,0.102682513018,-0.108835490207,0.0790065848202,1
27,25,0.00996717396913,0.00747664271299,0.00995641545298,0.00367706232231,-0.4,-0.6,0.625967173969,-1.12367507426,-1.20012089877,26,-0.2,-0.6,0.439476642713,-0.724309477198,-1.21114541389,36,-0.4,-0.4,0.425956415453,-1.11880860341,-0.800197806436,2,0.950144648612,-0.0991895206281,0.0839205326533,1
28,104,-0.00448087137743,-0.00575364078853,-0.00194951900387,0.00397333839011,0,0.8,0.635519128623,0.00281450375607,1.60280463662,94,0.2,0.6,0.442246359211,0.918221195758,1.1997635447,93,0,0.6,0.358050480996,0.00708972889156,1.20700692781,2,0.3422031845,-0.252608195608,0.202761486557,1.41421356237
29,16,0.00560250618432,0.00747664271299,0.00331913011715,0.0443427537464,0,-0.8,0.645602506184,-0.0319635029493,-1.63073457807,26,-0.2,-0.6,0.439476642713,-0.724309477198,-1.21114541389,27,0,-0.6,0.363319130117,-0.0347751609886,-1.23286719094,2,0.348122099109,-0.220002600601,0.170120837046,1.41421356237
30,79,-0.00143008717568,-0.00218556274432,-0.00166642497317,0.0077013391914,-0.6,0.4,0.662569912824,-1.32180822432,0.80748605037,91,-0.4,0.6,0.613814437256,-1.11997476369,1.20072526974,80,-0.4,0.4,0.414333575027,-1.12185660978,0.811568661588,2,0.810727551593,-0.0755341935791,0.046451700648,1.41421356237
31,35,0.00778450638122,0.00728179383418,0.00995641545298,0.00833159078738,-0.6,-0.4,0.671784506381,-1.31190075206,-0.801953864869,46,-0.6,-0.2,0.551281793834,-1.31772582588,-0.401212556992,36,-0.4,-0.4,0.425956415453,-1.11880860341,-0.800197806436,2,0.246833438804,-0.0924122320657,0.0839930683635,1
32,103,-0.00400197108245,-0.00448087137743,-0.00219954013119,0.00829192005564,-0.2,0.8,0.707998028918,-0.683076835752,1.59230006364,104,0,0.8,0.635519128623,0.00281450375607,1.60280463662,92,-0.2,0.6,0.429800459869,-0.679726619273,1.20098636177,2,0.342240519522,-0.122891884081,0.103348592575,1
33,15,0.00920978884729,0.00996717396913,0.00747664271299,0.0261297395478,-0.2,-0.8,0.721209788847,-0.704333971234,-1.60951951327,25,-0.4,-0.6,0.625967173969,-1.12367507426,-1.20012089877,26,-0.2,-0.6,0.439476642713,-0.724309477198,-1.21114541389,2,0.724894309676,-0.115245095613,0.0940831434764,1.41421356237
34,105,-0.00608896578546,-0.0108689674656,-0.00575364078853,0.0120637711233,0.2,0.8,0.721911034215,0.931661582319,1.60308902437,84,0.4,0.4,0.533131032534,2.07030791327,0.804268650379,94,0.2,0.6,0.442246359211,0.918221195758,1.1997635447,2,0.827785343664,-0.141213007746,0.108876813012,2.2360679775
35,17,0.00310096950866,0.00560250618432,0.000897871042304,0.0267867312487,0.2,-0.8,0.731100969509,0.912756399357,-1.62578874213,16,0,-0.8,0.645602506184,-0.0319635029493,-1.63073457807,28,0.2,-0.6,0.448897871042,0.91551434966,-1.23055631815,2,0.32278130116,-0.18878295797,0.162083679625,1
36,95,-0.00983048199119,-0.0108689674656,-0.00575364078853,0.0148684315043,0.4,0.6,0.734169518009,2.065622701,1.20378992465,84,0.4,0.4,0.533131032534,2.07030791327,0.804268650379,94,0.2,0.6,0.442246359211,0.918221195758,1.1997635447,2,0.223312588655,-0.0330127536823,0.026610519829,1
37,29,0.00128201984182,0.00310096950866,0.000897871042304,0.0320320066911,0.4,-0.6,0.745282019842,2.08800822388,-1.23101479974,17,0.2,-0.8,0.731100969509,0.912756399357,-1.62578874213,28,0.2,-0.6,0.448897871042,0.91551434966,-1.23055631815,2,0.938398325651,-0.244931347725,0.183758483062,1.41421356237
38,56,0.00200577980597,0.000928201718384,0.00650642633555,0.0101276209941,-0.8,0,0.770005779806,-1.2727987367,-0.00712113150037,68,-0.6,0.2,0.544928201718,-1.3083674621,0.378883954479,57,-0.6,0,0.510506426336,-1.3149399004,-0.00502159879313,2,0.174796253788,-0.132702097709,0.107072893795,1.41421356237
39,67,-0.000853210149452,-0.00143008717568,0.000928201718384,0.00125565080984,-0.8,0.2,0.807146789851,-1.27941663294,0.398888090908,79,-0.6,0.4,0.662569912824,-1.32180822432,0.80748605037,68,-0.6,0.2,0.544928201718,-1.3083674621,0.378883954479,2,0.529597669923,-0.0698748334242,0.0441757867921,1.41421356237
40,45,0.00412417229204,0.00200577980597,0.00728179383418,0.0201614658987,-0.8,-0.2,0.812124172292,-1.26204189559,-0.409164670934,56,-0.8,0,0.770005779806,-1.2727987367,-0.00712113150037,46,-0.6,-0.2,0.551281793834,-1.31772582588,-0.401212556992,2,0.381836727629,-0.0945649579537,0.0923391723495,1
41,90,-0.00218755635986,-0.00218556274432,-0.00219954013119,0.00109187672245,-0.6,0.6,0.86181244364,-1.3199475927,1.19890938171,91,-0.4,0.6,0.613814437256,-1.11997476369,1.20072526974,92,-0.2,0.6,0.429800459869,-0.679726619273,1.20098636177,2,0.308526623576,-0.0881310631728,0.0484866343988,1
42,24,0.00804047517961,0.00778450638122,0.00996717396913,0.00928613215855,-0.6,-0.6,0.87204047518,-1.3107228155,-1.20040755154,35,-0.6,-0.4,0.671784506381,-1.31190075206,-0.801953864869,25,-0.4,-0.6,0.625967173969,-1.12367507426,-1.20012089877,2,0.106557417901,-0.0869890054843,0.0786454497649,1
43,102,-0.0035549161708,-0.00400197108245,-0.00218556274432,0.00856904531866,-0.4,0.8,0.892445083829,-1.12146298676,1.59155676558,103,-0.2,0.8,0.707998028918,-0.683076835752,1.59230006364,91,-0.4,0.6,0.613814437256,-1.11997476369,1.20072526974,2,0.18866752475,-0.0765774898477,0.0600846002896,1
44,14,0.00998945092644,0.00804047517961,0.00996717396913,0.00287257307096,-0.4,-0.8,0.905989450926,-1.12282938039,-1.60049626872,24,-0.6,-0.6,0.87204047518,-1.3107228155,-1.20040755154,25,-0.4,-0.6,0.625967173969,-1.12367507426,-1.20012089877,2,0.898432893074,-0.0831566008576,0.0714935879256,1.41421356237
45,78,-0.00131479607777,-0.00218755635986,-0.00143008717568,0.00321647521139,-0.8,0.4,0.926685203922,-1.2807185318,0.803135191356,90,-0.6,0.6,0.86181244364,-1.3199475927,1.19890938171,79,-0.6,0.4,0.662569912824,-1.32180822432,0.80748605037,2,0.779178098067,-0.0282530965035,0.0064512458082,1.41421356237
46,63,-0.00676271335655,-0.00596984205944,-0.00797793453283,0.0244796274048,0.6,0,0.929237286643,3.49722339696,-0.0173955958538,51,0.4,-0.2,0.418030157941,2.10168872704,-0.432942656268,62,0.4,0,0.376022065467,2.08300362257,-0.00301232248807,2,0.153570267242,-0.0999234901541,0.0731624502414,1.41421356237
47,34,0.00534527888552,0.00412417229204,0.00778450638122,0.0171597452235,-0.8,-0.4,0.933345278886,-1.26324921834,-0.803723999201,45,-0.8,-0.2,0.812124172292,-1.26204189559,-0.409164670934,35,-0.6,-0.4,0.671784506381,-1.31190075206,-0.801953864869,2,0.240819227464,-0.0999783073889,0.0967481701013,1
48,74,-0.00866204106318,-0.00676271335655,-0.0106665495881,0.00813989234941,0.6,0.2,0.967337958937,3.486367055,0.394928663083,63,0.6,0,0.929237286643,3.49722339696,-0.0173955958538,73,0.4,0.2,0.413333450412,2.09905875156,0.386873286596,2,0.456253622868,-0.0270366107216,0.0238880457921,1
49,52,-0.00179483599306,-0.000262740391395,-0.00596984205944,0.0298868920463,0.6,-0.2,0.974205164007,3.49844021055,-0.423519884167,40,0.4,-0.4,0.543737259609,2.08697673277,-0.815934030073,51,0.4,-0.2,0.418030157941,2.10168872704,-0.432942656268,2,0.356196602093,-0.116678540075,0.0871042492021,1.41421356237
50,115,-0.00602813489235,-0.00608896578546,-0.00448087137743,0.00780922133279,0,1,0.993971865108,0.00553717829771,2.00550668633,105,0.2,0.8,0.721911034215,0.931661582319,1.60308902437,104,0,0.8,0.635519128623,0.00281450375607,1.60280463662,2,0.3021325231,-0.205189865524,0.172256954481,1.41421356237
-1,1,11,-1,1,11,2,1,5
